,,,,,,서울특별시 종로구 효제동,4
,,,,,,서울특별시 중구 남대문로5가,13
,,,,,,서울특별시 중구 남창동,19
,,,,,,서울특별시 중구 봉래동2가,19
,,,,,,서울특별시 중구 북창동,3
,,,,,,서울특별시 중구 산림동,4
,,,,,,서울특별시 중구 서소문동,2
,,,,,,서울특별시 중구 소공동,3
,,,,,,서울특별시 중구 신당동,59
,,,,,,서울특별시 중구 을지로2가,5
,,,,,,서울특별시 중구 을지로6가,6
,,,,,,서울특별시 중구 의주로1가,4
,,,,,,서울특별시 중구 의주로2가,3
,,,,,,서울특별시 중구 인현동1가,3
,,,,,,서울특별시 중구 충무로3가,4
,,,,,,서울특별시 중구 충무로4가,3
,,,,,,서울특별시 중구 흥인동,4
,,,,,,서울특별시 중랑구 망우동,56
,,,,,,서울특별시 중랑구 면목동,47
,,,,,,서울특별시 중랑구 묵동,15
,,,,,,서울특별시 중랑구 상봉동,29
,,,,,,서울특별시 중랑구 신내동,20
,,,,,,서울특별시 중랑구 중화동,28
